+----------------------------------+--------------------------------------------------------------+---------+----------+----------+----------------------------------------------------------+------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                     |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                             |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                           |
| *** ALSO ***                                                                                                                                                                                                                                                        |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                           |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                            |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                           |
+----------------------------------+--------------------------------------------------------------+---------+----------+----------+----------------------------------------------------------+------------------------------------------------------------------------+
| Mod name                         | Registry name                                                | Item ID | Meta/dmg | Subtypes | Display name                                             | Ore Dict keys                                                          |
| Ancient Warfare Automation       | ancientwarfareautomation:tree_farm                           |    4253 |        0 |    false | Tree Farm                                                |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:warehouse_control                   |    4260 |        0 |    false | Warehouse Control Block                                  |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:warehouse_crafting                  |    4263 |        0 |    false | Warehouse Crafting Station                               |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:warehouse_interface                 |    4262 |        0 |    false | Warehouse Interface                                      |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:warehouse_stock_viewer              |    4264 |        0 |    false | Warehouse Stock Viewer                                   |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:warehouse_storage                   |    4261 |        0 |     true | Small Warehouse Storage                                  |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:warehouse_storage                   |    4261 |        1 |     true | Medium Warehouse Storage                                 |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:warehouse_storage                   |    4261 |        2 |     true | Large Warehouse Storage                                  |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:waterwheel_generator                |    4273 |        0 |    false | Waterwheel Generator                                     |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:windmill_blade                      |    4275 |        0 |    false | Windmill Blade                                           |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:windmill_generator                  |    4276 |        0 |    false | Windmill Controller                                      |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:worksite_upgrade                    |    4279 |        0 |     true | Medium Bounds Upgrade                                    |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:worksite_upgrade                    |    4279 |        1 |     true | Large Bounds Upgrade                                     |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:worksite_upgrade                    |    4279 |        2 |     true | Medium Quarry Upgrade                                    |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:worksite_upgrade                    |    4279 |        3 |     true | Large Quarry Upgrade                                     |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:worksite_upgrade                    |    4279 |        4 |     true | Lightly Enchanted Tools Upgrade                          |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:worksite_upgrade                    |    4279 |        5 |     true | Highly Enchanted Tools Upgrade                           |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:worksite_upgrade                    |    4279 |        6 |     true | Basic Tool Quality Upgrade                               |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:worksite_upgrade                    |    4279 |        7 |     true | Intermediate Tool Quality Upgrade                        |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:worksite_upgrade                    |    4279 |        8 |     true | Advanced Tool Quality Upgrade                            |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:worksite_upgrade                    |    4279 |        9 |     true | Basic Chunkloader Upgrade                                |                                                                        |
| Ancient Warfare Automation       | ancientwarfareautomation:worksite_upgrade                    |    4279 |       10 |     true | Quarry Chunkloader Upgrade                               |                                                                        |
| Ancient Warfare Core             | ancientwarfare:backpack                                      |    4239 |        0 |     true | Small Pack                                               |                                                                        |
| Ancient Warfare Core             | ancientwarfare:backpack                                      |    4239 |        1 |     true | Travel Pack                                              |                                                                        |
| Ancient Warfare Core             | ancientwarfare:backpack                                      |    4239 |        2 |     true | Medium Pack                                              |                                                                        |
| Ancient Warfare Core             | ancientwarfare:backpack                                      |    4239 |        3 |     true | Large Pack                                               |                                                                        |
| Ancient Warfare Core             | ancientwarfare:component                                     |    4250 |        0 |     true | Wooden Gear Set                                          | gearWood                                                               |
| Ancient Warfare Core             | ancientwarfare:component                                     |    4250 |        1 |     true | Iron Gear Set                                            | gearIron                                                               |
| Ancient Warfare Core             | ancientwarfare:component                                     |    4250 |        2 |     true | Steel Gear Set                                           | gearSteel                                                              |
| Ancient Warfare Core             | ancientwarfare:component                                     |    4250 |        3 |     true | Wooden Bushing Set                                       | bearingWood                                                            |
| Ancient Warfare Core             | ancientwarfare:component                                     |    4250 |        4 |     true | Iron Bushing Set Set                                     | bearingIron                                                            |
| Ancient Warfare Core             | ancientwarfare:component                                     |    4250 |        5 |     true | Steel Bushing Set                                        | bearingSteel                                                           |
| Ancient Warfare Core             | ancientwarfare:component                                     |    4250 |        6 |     true | Wooden Torque Shaft                                      | shaftWood                                                              |
| Ancient Warfare Core             | ancientwarfare:component                                     |    4250 |        7 |     true | Iron Torque Shaft                                        | shaftIron                                                              |
| Ancient Warfare Core             | ancientwarfare:component                                     |    4250 |        8 |     true | Steel Torque Shaft                                       | shaftSteel                                                             |
| Ancient Warfare Core             | ancientwarfare:component                                     |    4250 |      100 |     true | Food Bundle                                              | foodBundle                                                             |
| Ancient Warfare Core             | ancientwarfare:diamond_hammer                                |    4244 |        0 |    false | Diamond Hammer                                           |                                                                        |
| Ancient Warfare Core             | ancientwarfare:diamond_quill                                 |    4249 |        0 |    false | Diamond Quill                                            |                                                                        |
| Ancient Warfare Core             | ancientwarfare:engineering_station                           |    4234 |        0 |    false | Engineering Station                                      |                                                                        |
| Ancient Warfare Core             | ancientwarfare:gold_hammer                                   |    4243 |        0 |    false | Gold Hammer                                              |                                                                        |
| Ancient Warfare Core             | ancientwarfare:gold_quill                                    |    4248 |        0 |    false | Gold Quil                                                |                                                                        |
| Ancient Warfare Core             | ancientwarfare:info_tool                                     |    4236 |        0 |    false | Info Tool                                                |                                                                        |
| Ancient Warfare Core             | ancientwarfare:iron_hammer                                   |    4242 |        0 |    false | Iron Hammer                                              |                                                                        |
| Ancient Warfare Core             | ancientwarfare:iron_quill                                    |    4247 |        0 |    false | Iron Quill                                               |                                                                        |
| Ancient Warfare Core             | ancientwarfare:research_book                                 |    4237 |        0 |    false | Research Book                                            |                                                                        |
| Ancient Warfare Core             | ancientwarfare:research_note                                 |    4238 |        0 |    false | Research Note                                            |                                                                        |
| Ancient Warfare Core             | ancientwarfare:research_station                              |    4235 |        0 |    false | Research Station                                         |                                                                        |
| Ancient Warfare Core             | ancientwarfare:steel_ingot                                   |    4251 |        0 |    false | Steel Ingot                                              | ingotSteel                                                             |
| Ancient Warfare Core             | ancientwarfare:stone_hammer                                  |    4241 |        0 |    false | Stone Hammer                                             |                                                                        |
| Ancient Warfare Core             | ancientwarfare:stone_quill                                   |    4246 |        0 |    false | Stone Quill                                              |                                                                        |
| Ancient Warfare Core             | ancientwarfare:wooden_hammer                                 |    4240 |        0 |    false | Wooden Hammer                                            |                                                                        |
| Ancient Warfare Core             | ancientwarfare:wooden_quill                                  |    4245 |        0 |    false | Wooden Quill                                             |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:bard_instrument                            |    4286 |        0 |     true | Lute                                                     |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:bard_instrument                            |    4286 |        1 |     true | Flute                                                    |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:bard_instrument                            |    4286 |        2 |     true | Harp                                                     |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:bard_instrument                            |    4286 |        3 |     true | Drum                                                     |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:combat_order                               |    4295 |        0 |    false | Combat Order                                             |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:diamond_command_baton                      |    4285 |        0 |    false | Diamond Command Baton                                    |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:diamond_shield                             |    4291 |        0 |    false | Diamond Shield                                           |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:gold_command_baton                         |    4284 |        0 |    false | Gold Command Baton                                       |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:gold_shield                                |    4290 |        0 |    false | Gold Shield                                              |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:iron_command_baton                         |    4283 |        0 |    false | Iron Command Baton                                       |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:iron_shield                                |    4289 |        0 |    false | Iron Shield                                              |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:npc_spawner                                |    4292 |        0 |    false | item.npc_spawner.name                                    |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:routing_order                              |    4296 |        0 |    false | Routing Order                                            |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:stone_command_baton                        |    4282 |        0 |    false | Stone Command Baton                                      |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:stone_shield                               |    4288 |        0 |    false | Stone Shield                                             |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:town_hall                                  |    4280 |        0 |    false | Town Hall                                                |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:trade_order                                |    4297 |        0 |    false | Trade Order                                              |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:upkeep_order                               |    4294 |        0 |    false | Upkeep Order                                             |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:wooden_command_baton                       |    4281 |        0 |    false | Wooden Command Baton                                     |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:wooden_shield                              |    4287 |        0 |    false | Wooden Shield                                            |                                                                        |
| Ancient Warfare NPCs             | ancientwarfarenpc:work_order                                 |    4293 |        0 |    false | Work Order                                               |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:advanced_spawner                     |    4307 |        0 |    false | Advanced Monster Spawner                                 |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:block_info_clicker                   |    4306 |        0 |    false | Block Info Tool                                          |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:construction_tool                    |    4304 |        0 |    false | Construction Tool                                        |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:construction_tool_lakes              |    4305 |        0 |    false | Lake Construction Tool                                   |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:drafting_station                     |    4309 |        0 |    false | Drafting Station                                         |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:gate_proxy                           |    4308 |        0 |    false | Gate Proxy Block                                         |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:gate_spawner                         |    4303 |        0 |     true | Wooden Gate (vert. open)                                 |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:gate_spawner                         |    4303 |        1 |     true | Iron Gate (vert. open)                                   |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:gate_spawner                         |    4303 |        4 |     true | Wooden Gate (slide open)                                 |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:gate_spawner                         |    4303 |        5 |     true | Iron Gate (slide open)                                   |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:gate_spawner                         |    4303 |        8 |     true | Wooden Gate (split open)                                 |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:gate_spawner                         |    4303 |        9 |     true | Iron Gate (split open)                                   |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:gate_spawner                         |    4303 |       12 |     true | Drawbridge (rotate open)                                 |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:sound_block                          |    4311 |        0 |    false | Sound Block                                              |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:spawner_placer                       |    4302 |        0 |    false | Mob Spawner Placement Tool                               |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:structure_builder                    |    4299 |        0 |    false | Structure Builder                                        |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:structure_builder_ticked             |    4310 |        0 |    false | Survival Structure Builder                               |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:structure_builder_world_gen          |    4300 |        0 |    false | WorldGen Structure Builder                               |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:structure_scanner                    |    4298 |        0 |    false | Structure Scanner                                        |                                                                        |
| Ancient Warfare Structures       | ancientwarfarestructure:town_builder                         |    4301 |        0 |    false | Instant Town Building Tool                               |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_arrow                             |    4377 |        0 |    false | Heavy Arrow                                              |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_arrow_flame                       |    4378 |        0 |    false | Heavy Flame Arrow                                        |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_arrow_iron                        |    4379 |        0 |    false | Heavy Iron Arrow                                         |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_arrow_iron_flame                  |    4380 |        0 |    false | Heavy Iron Flame Arrow                                   |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_ball_shot                         |    4335 |        0 |    false | Stone Ball Shot                                          |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_ballista_bolt                     |    4381 |        0 |    false | Ballista Bolt                                            |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_ballista_bolt_explosive           |    4383 |        0 |    false | Ballista Explosive Bolt                                  |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_ballista_bolt_flame               |    4382 |        0 |    false | Ballista Flame Bolt                                      |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_ballista_bolt_iron                |    4384 |        0 |    false | Ballista Iron Bolt                                       |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_canister_shot_10                  |    4370 |        0 |    false | Canister Shot 10kg                                       |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_canister_shot_15                  |    4371 |        0 |    false | Canister Shot 15kg                                       |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_canister_shot_25                  |    4372 |        0 |    false | Canister Shot 25kg                                       |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_canister_shot_5                   |    4369 |        0 |    false | Canister Shot 5kg                                        |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_cluster_shot_10                   |    4357 |        0 |    false | Cluster Shot 10kg                                        |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_cluster_shot_15                   |    4358 |        0 |    false | Cluster Shot 15kg                                        |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_cluster_shot_30                   |    4359 |        0 |    false | Cluster Shot 30kg                                        |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_cluster_shot_45                   |    4360 |        0 |    false | Cluster Shot 45kg                                        |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_explosive_shot_10                 |    4345 |        0 |    false | Explosive Shot 10kg                                      |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_explosive_shot_10_big             |    4349 |        0 |    false | High Explosive Shot 10kg                                 |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_explosive_shot_15                 |    4346 |        0 |    false | Explosive Shot 15kg                                      |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_explosive_shot_15_big             |    4350 |        0 |    false | High Explosive Shot 15kg                                 |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_explosive_shot_30                 |    4347 |        0 |    false | Explosive Shot 30kg                                      |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_explosive_shot_30_big             |    4351 |        0 |    false | High Explosive Shot 30kg                                 |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_explosive_shot_45                 |    4348 |        0 |    false | Explosive Shot 45kg                                      |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_explosive_shot_45_big             |    4352 |        0 |    false | High Explosive Shot 45kg                                 |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_flame_shot_10                     |    4341 |        0 |    false | Flame Shot 10kg                                          |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_flame_shot_15                     |    4342 |        0 |    false | Flame Shot 15kg                                          |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_flame_shot_30                     |    4343 |        0 |    false | Flame Shot 30kg                                          |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_flame_shot_45                     |    4344 |        0 |    false | Flame Shot 45kg                                          |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_grape_shot_10                     |    4374 |        0 |    false | Grape Shot 10kg                                          |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_grape_shot_15                     |    4375 |        0 |    false | Grape Shot 15kg                                          |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_grape_shot_25                     |    4376 |        0 |    false | Grape Shot 25kg                                          |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_grape_shot_5                      |    4373 |        0 |    false | Grape Shot 5kg                                           |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_hwacha_rocket                     |    4385 |        0 |    false | Hwacha Rocket                                            |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_hwacha_rocket_airburst            |    4388 |        0 |    false | Hwacha Airburst Rocket                                   |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_hwacha_rocket_explosive           |    4387 |        0 |    false | Hwacha Explosive Rocket                                  |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_hwacha_rocket_flame               |    4386 |        0 |    false | Hwacha Flame Rocket                                      |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_iron_ball_shot                    |    4336 |        0 |    false | Iron Ball Shot                                           |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_iron_shot_10_15                   |    4366 |        0 |    false | Iron Shot 10kg                                           |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_iron_shot_15_30                   |    4367 |        0 |    false | Iron Shot 15kg                                           |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_iron_shot_25_45                   |    4368 |        0 |    false | Iron Shot 25kg                                           |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_iron_shot_5_10                    |    4365 |        0 |    false | Iron Shot 5kg                                            |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_napalm_shot_10                    |    4353 |        0 |    false | Napalm Shot 10kg                                         |                                                                        |
| Ancient Warfare Vehicles         | ancientwarfarevehicle:ammo_napalm_shot_15                    |    4354 |        0 |    false | Napalm Shot 15kg                                         |                                                                        |
